,score,anime_id,type,source,episodes,rating,scored_by,members,favorites,studio,genre,duration_min,aired_from_year
445,316,4151,5,5,12,5,4515,5369,301,75,1915,55,60
446,113,6108,2,9,1,0,25,25,0,112,2989,34,62
447,362,2415,5,5,13,3,2872,3534,38,242,1251,55,56
448,218,1239,5,9,12,4,983,1445,13,556,917,52,47
449,415,4644,0,6,1,3,2389,3296,100,455,1082,136,62
450,269,774,4,6,2,4,504,712,2,306,1848,39,45
451,307,2362,5,6,26,4,132,592,7,627,184,53,16
452,355,31,5,6,24,3,4303,5095,668,13,2023,55,52
453,173,1923,5,9,50,2,33,211,0,639,726,56,54
454,381,7,5,6,52,3,2620,3102,204,353,3050,54,49
455,92,4440,1,7,1,3,144,214,0,417,870,34,47
456,48,5484,2,9,4,4,43,103,0,509,1796,34,61
457,364,6190,5,6,12,3,2855,4081,150,491,3047,54,65
458,340,1037,0,6,1,3,1405,1939,2,650,226,128,43
459,340,3238,5,9,25,3,3845,4806,201,583,652,56,58
460,356,1204,5,5,24,3,4795,5607,861,202,744,55,54
461,187,6436,5,9,12,3,863,2872,31,491,1975,54,65
462,457,439,0,9,1,0,4943,5743,1015,538,1341,117,35
463,184,5104,5,10,13,3,72,260,0,136,3113,34,62
464,205,2678,3,0,1,0,755,1109,0,3,1861,32,56
465,301,6606,5,6,0,0,1579,3175,32,639,1575,54,65
466,310,1340,5,5,12,3,1254,1938,8,340,2866,54,54
467,271,102,5,9,13,3,2968,3709,18,628,1921,55,51
468,141,5221,4,9,1,2,374,759,0,10,1972,34,62
469,302,2212,5,6,12,5,3430,4221,78,57,580,55,55
470,267,3204,5,11,77,2,76,215,2,583,1807,56,47
471,156,5941,0,9,1,2,9,158,0,358,2536,0,64
472,136,4155,3,9,1,3,25,151,2,182,2982,76,38
473,369,1319,3,6,5,5,2885,3632,107,248,426,77,41
474,446,867,5,6,12,3,4021,4720,618,242,2124,54,53
475,224,4004,4,14,1,0,835,1187,0,455,3009,35,60
476,288,3045,5,9,34,0,29,155,1,618,952,56,31
477,253,1302,5,9,12,0,513,957,2,357,1552,55,53
478,269,5195,5,5,12,3,4509,5349,370,433,1041,55,63
479,441,4550,5,6,24,3,4994,5809,1139,3,267,55,61
480,414,14,5,6,26,3,4659,5517,1024,515,1931,54,51
481,443,628,5,6,148,3,4985,5791,1188,639,44,55,36
482,310,1850,0,9,1,2,2366,2939,10,639,1228,71,49
483,371,2717,5,9,12,3,4015,5053,723,3,2618,55,57
484,244,2130,3,8,1,3,395,1059,4,639,2497,77,54
485,103,6501,2,9,3,0,35,80,0,166,282,36,58
486,249,4570,3,6,3,5,1220,1824,2,435,1704,57,61
487,255,2951,4,5,6,5,2891,3482,25,680,2257,34,57
488,434,4634,5,6,22,3,4965,5802,1130,295,429,54,62
489,359,3407,5,5,12,5,4938,5760,966,15,2258,55,58
490,195,3550,1,7,1,3,385,501,1,202,2678,36,55
491,178,2805,3,13,2,6,909,1578,11,170,2453,58,57
492,231,5785,3,6,1,4,681,1388,10,628,763,46,63
493,276,2398,5,9,25,3,318,899,6,583,1035,55,31
494,245,5669,4,5,7,3,1821,2824,13,283,2020,37,63
495,338,4358,5,9,13,3,3734,4448,168,583,1056,55,61
496,396,4983,4,5,1,4,3064,3983,38,489,906,54,62
497,315,787,0,8,1,0,1550,2279,34,503,2301,136,48
498,334,3828,0,5,1,3,1660,2499,12,461,2968,124,61
499,455,3113,0,5,1,4,4551,5471,677,474,2757,95,63
500,321,2793,5,9,50,0,643,1756,30,461,2555,54,56
501,358,602,3,9,1,3,3726,4355,201,571,2200,54,52
502,358,925,5,6,26,3,4442,5337,873,60,3073,56,53
503,344,3067,5,9,25,3,3866,4814,450,95,938,56,57
504,268,3841,5,4,51,0,518,1548,12,3,275,56,59
505,262,4249,5,9,46,0,38,192,1,556,2993,56,37
506,349,4761,5,6,10,3,3911,4660,168,491,1125,54,62
507,37,5757,2,9,1,0,3,32,0,700,1465,43,63
508,254,1423,5,6,51,3,77,347,0,159,1297,56,43
509,325,2614,4,6,1,3,547,970,0,519,72,52,55
510,393,4361,0,4,1,4,3415,4159,128,3,1186,129,61
511,416,826,5,9,36,3,3487,4514,737,67,774,57,29
512,162,6498,5,9,47,0,2,22,0,264,1552,12,63
513,396,68,5,9,49,3,4338,5017,891,583,858,55,42
514,245,3083,3,9,2,5,3067,3730,93,415,2820,53,57
515,232,4288,5,10,12,3,3361,4468,145,677,2662,54,61
516,374,4694,0,9,1,3,4030,4782,289,639,12,120,62
517,192,1030,3,13,2,6,443,812,3,57,2439,61,49
518,322,767,5,6,26,3,2380,3248,105,426,7,54,41
519,435,4785,4,13,1,3,4644,5338,265,709,1190,82,61
520,157,5929,5,9,125,3,11,58,0,91,193,56,59
521,408,2779,5,0,12,3,2624,3260,129,474,3039,55,57
522,331,5733,0,6,1,1,71,1961,7,353,1787,128,64
523,220,1520,5,9,12,3,579,1330,3,583,2795,54,46
524,99,2633,3,9,1,3,2467,2917,20,544,2261,55,56
525,260,6473,4,8,1,3,293,965,4,3,2955,32,64
526,379,3793,5,6,13,3,4865,5669,981,696,2171,55,59
527,310,727,0,6,1,3,4487,5150,153,556,1229,128,52
528,269,1011,0,10,1,2,1617,1878,7,519,1554,41,49
529,506,5432,0,9,1,3,5011,5828,1205,123,3194,137,63
530,335,1857,5,6,52,0,1552,2190,61,633,976,55,27
531,252,5122,0,9,1,1,164,752,1,633,3185,55,63
532,162,5490,5,9,47,2,20,298,0,597,2928,55,63
533,308,5010,5,0,13,3,2962,3780,57,351,1972,38,62
534,311,4273,4,5,1,4,2900,3475,14,306,2708,54,61
535,273,508,3,9,7,3,411,849,6,182,1273,60,39
536,386,455,3,9,6,5,3221,3878,406,13,434,60,39
537,351,4128,5,9,12,4,4035,4668,193,583,1133,55,60
538,252,4811,3,1,1,0,5,55,0,342,2125,54,46
539,169,3436,5,6,11,3,1832,2475,5,136,1968,35,58
540,288,1398,5,9,38,0,512,1123,9,556,1843,54,32
541,334,3902,2,0,63,3,1976,2645,30,196,1998,33,60
542,362,21,0,9,1,4,4459,5165,359,188,2139,132,44
543,436,1005,0,6,1,3,3410,3936,34,597,1508,131,48
544,243,2828,5,9,36,3,70,242,1,618,217,56,23
545,287,1703,5,6,26,3,510,1254,5,680,781,55,45
546,297,1800,3,4,1,3,2441,3177,37,87,2550,55,54
547,354,1526,5,6,84,3,1526,2336,75,639,529,56,19
548,347,2716,0,9,5,4,2163,2799,43,503,2934,46,55
549,367,1397,5,6,60,2,1025,1738,39,534,1734,54,39
550,303,4335,4,6,51,3,1873,2964,30,95,590,32,65
551,203,2529,3,6,1,4,799,1248,6,306,2715,63,35
552,372,6481,5,6,0,3,869,2415,28,345,2007,55,65
553,361,1458,5,9,13,3,4466,5278,606,389,2170,55,55
554,262,2482,3,6,2,6,798,1321,16,593,2455,58,55
555,238,5604,3,6,2,6,686,1094,8,107,2439,50,63
556,304,3885,3,13,1,3,2342,3057,10,242,2811,54,60
557,462,2535,5,6,50,3,3809,4702,883,594,1627,54,56
558,300,2638,4,6,1,3,1230,1771,7,534,437,42,52
559,341,1863,5,9,43,3,695,1197,15,556,1487,55,32
560,356,3583,4,6,1,3,2128,2719,35,519,696,56,45
561,390,6482,0,6,1,0,9,356,2,479,1986,136,65
562,184,3028,4,4,1,0,138,455,0,417,35,46,46
563,294,251,5,9,16,0,2273,2908,74,306,1749,35,46
564,272,3145,5,6,12,4,1900,2828,22,103,410,55,58
565,293,593,0,1,1,2,1080,1643,0,103,1358,128,47
566,482,2810,0,5,1,3,4867,5680,1115,283,1868,173,57
567,338,1226,3,4,4,3,3352,4150,156,709,201,63,54
568,254,990,5,9,26,0,195,407,1,353,1300,56,31
569,366,1196,0,8,1,0,3086,3827,121,202,147,143,53
570,318,4315,0,6,1,3,499,1074,1,639,2495,116,61
571,334,120,5,13,13,0,3407,4294,244,639,2191,55,49
572,337,4571,0,6,1,3,2176,2968,31,417,2496,121,62
573,270,3353,3,9,4,4,3767,4450,109,519,2722,60,58
574,260,484,5,6,13,3,2924,3665,49,648,1726,55,52
575,345,2707,5,5,27,4,2914,4216,168,142,627,55,56
576,353,2237,0,6,1,3,4502,5196,189,556,764,123,55
577,441,430,0,8,1,0,4784,5522,875,541,1232,136,36
578,363,107,5,6,25,3,2625,3487,100,556,15,51,50
579,392,1054,0,6,3,3,3480,4366,269,314,2926,68,42
580,347,3598,4,6,1,3,3746,4220,29,639,967,50,58
581,314,1669,5,13,13,3,2988,3767,40,701,2071,56,54
582,464,4410,0,6,2,3,2367,3267,32,583,1002,127,59
583,347,3668,5,8,39,2,2265,3002,63,612,3177,56,59
584,144,5511,2,9,1,3,31,246,0,445,1446,43,63
585,474,4867,5,6,13,3,4184,5274,967,519,2106,57,63
586,426,6,5,6,24,3,4277,5363,992,242,1605,54,52
587,425,259,5,8,26,3,2475,3466,254,353,1391,60,25
588,178,4557,2,6,1,4,534,717,1,556,2203,33,61
589,318,561,4,9,1,3,1438,1762,4,221,2127,55,52
590,296,4876,5,4,12,3,3278,4493,124,629,149,55,64
591,266,2356,3,6,2,3,109,397,2,556,555,81,33
592,339,283,5,9,51,2,691,1209,18,583,1644,55,39
593,334,4377,5,6,119,3,2657,3727,692,534,646,55,61
594,194,483,2,8,6,3,621,1203,0,583,2315,55,52
595,180,5670,4,9,1,0,653,1175,0,3,2065,12,63
596,315,5760,5,6,12,3,4816,5640,820,491,2403,55,64
597,343,3933,3,6,4,3,42,274,2,556,273,86,38
598,322,3814,5,6,12,3,3303,4052,62,327,1766,55,59
599,288,1191,5,6,51,2,3531,4014,81,353,79,52,49
600,121,3070,2,9,2,0,95,183,0,479,1552,34,57
601,117,6504,5,6,0,4,686,2111,12,413,683,53,65
602,381,1181,5,9,26,3,1746,3002,131,215,832,56,21
603,367,3710,3,6,3,3,2555,3166,17,145,3047,55,59
604,301,427,5,9,13,3,3158,3770,97,606,1625,56,48
605,359,3895,5,5,12,4,4933,5757,1077,18,1763,54,60
606,319,590,5,4,52,0,599,1167,34,519,954,54,49
607,249,1301,5,6,26,2,475,801,5,400,1552,34,51
608,444,792,0,9,1,3,4016,4826,738,306,179,118,49
609,314,2261,2,9,7,3,3639,4374,297,13,2805,46,55
610,335,1012,5,6,13,0,992,1858,21,633,1376,56,51
611,373,5748,4,6,1,3,46,325,1,534,3025,79,63
612,354,443,5,4,147,2,4847,5647,999,358,60,55,44
613,364,4137,5,6,13,4,3224,4006,85,417,3021,55,60
614,388,2622,5,5,13,3,4914,5733,1042,491,1934,55,57
615,358,5508,5,6,12,3,4221,5127,328,145,3047,55,63
616,189,1334,3,13,1,3,379,654,1,702,1,61,52
617,341,153,5,9,13,3,3915,4559,367,202,582,53,47
618,367,321,5,6,26,4,3939,4815,611,242,1895,55,46
619,353,5950,4,6,1,4,1633,2068,4,556,1902,55,63
620,306,6456,4,5,2,3,1017,1988,2,306,373,44,64
621,316,4091,3,13,2,6,1529,2219,47,411,2439,60,60
622,375,27,0,6,1,4,3448,4056,93,534,2823,122,44
623,245,5587,5,14,12,3,3382,4492,87,223,1398,44,64
624,294,4633,4,0,12,3,2102,2922,10,103,3128,32,61
625,315,2893,5,8,10,0,282,909,5,417,1526,51,57
626,351,5923,5,5,24,3,3294,4823,296,142,2750,56,64
627,316,4062,4,9,6,3,1879,2576,8,389,2791,38,60
628,28,4720,4,9,1,0,43,106,0,444,2041,32,46
629,239,1869,5,9,52,0,15,99,0,3,2530,41,54
630,412,4436,5,6,12,4,5029,5855,1199,556,892,55,61
631,283,905,5,9,12,3,2287,3015,28,709,67,55,53
632,313,3429,4,6,25,3,1420,2827,16,283,3037,12,58
633,342,6451,5,5,12,3,3456,5315,381,502,650,54,65
634,397,834,0,9,1,3,2447,3076,249,426,2945,139,40
635,376,3501,5,6,13,3,3373,4058,200,420,440,54,59
636,224,4709,2,9,10,0,1197,1664,3,385,1552,34,61
637,329,1152,5,9,22,4,2452,3895,129,202,2154,54,53
638,294,2286,5,4,26,3,1907,2773,32,202,34,56,56
639,505,4895,5,6,51,4,4465,5480,1060,80,361,55,62
640,356,4319,0,9,1,0,692,1077,2,639,2538,102,61
641,373,570,5,8,26,3,856,1543,24,628,1518,55,49
642,254,636,2,4,4,3,2220,2512,26,417,1395,41,52
643,377,793,0,9,1,5,2717,3576,203,182,536,152,34
644,305,1111,0,6,1,3,673,1225,2,639,1407,152,29
645,331,3178,4,13,1,4,1796,2535,14,519,667,55,57
646,356,1455,3,6,2,3,1592,2260,11,556,270,57,41
647,338,6139,5,0,12,3,4559,5372,432,145,1931,43,64
648,338,2646,0,9,1,0,258,1614,3,538,2928,47,53
649,330,5820,0,4,1,3,1705,2593,13,629,156,120,64
650,398,69,3,9,3,3,3391,3934,190,583,522,61,44
651,113,5894,4,6,2,0,16,51,1,680,1440,71,46
652,371,6387,5,6,12,3,2339,3732,87,295,3082,54,65
653,328,1308,5,9,50,3,371,688,6,684,1329,56,43
654,297,4790,4,6,2,3,1256,1696,0,2,2993,46,61
655,212,2994,0,9,1,2,1423,1959,4,639,39,38,47
656,199,5465,5,6,12,3,1751,2280,4,336,2011,34,63
657,276,2331,3,4,2,2,2059,2514,6,358,1256,40,45
658,283,1686,5,8,26,2,1268,1761,16,88,210,54,53
659,317,6180,5,9,0,3,37,1230,2,225,2013,46,65
660,330,3685,3,6,6,6,1360,1993,56,505,2439,51,59
661,254,2800,5,10,26,0,12,138,0,597,1552,36,56
662,273,203,5,6,11,5,4247,4993,279,19,1657,54,51
663,187,5948,5,9,50,0,4,91,0,602,1807,34,63
664,374,5386,0,6,1,5,3400,4031,130,143,1050,127,63
665,259,2928,5,9,92,0,43,156,0,556,2522,56,46
666,277,6021,4,10,2,3,2353,2768,16,405,3077,35,63
667,415,354,0,6,1,0,4364,4987,560,538,21,124,39
668,502,6208,5,6,22,3,3841,4878,893,474,2097,56,64
669,309,4204,5,9,22,4,3908,4947,566,327,409,54,60
670,336,860,5,9,50,2,4321,4956,390,639,18,54,49
671,257,1532,3,9,1,4,1497,2059,14,202,2586,75,54
672,246,3514,5,4,51,0,35,177,0,281,1208,53,36
673,280,762,4,6,1,3,3660,4161,56,639,87,75,44
674,263,3897,5,8,12,3,4218,4970,528,103,2432,55,60
675,425,5299,5,6,13,3,4525,5352,511,294,156,55,63
676,326,1128,5,13,12,3,3452,4315,168,701,1620,55,53
677,334,579,0,8,1,5,3807,4348,279,435,1053,111,32
678,458,1521,5,9,12,4,3984,5201,996,639,2711,53,54
679,260,5287,4,0,1,3,2383,2722,5,129,2993,34,62
680,388,766,0,6,1,3,3375,3965,101,642,1421,92,41
681,380,4116,5,6,21,0,4319,5175,408,479,1959,38,61
682,240,1687,0,6,1,3,781,1336,7,323,2186,90,28
683,284,3129,4,5,6,5,2583,3217,8,57,2217,34,57
684,353,436,5,6,26,3,2522,3281,99,242,1634,54,52
685,255,1655,5,1,52,0,1600,1888,11,353,1298,56,22
686,220,6590,4,9,1,4,215,801,1,303,486,55,65
687,309,4823,5,9,12,3,3293,4360,115,484,334,55,62
688,239,5006,5,9,109,0,11,135,0,70,1818,32,62
689,199,3974,5,9,12,3,2326,3016,8,118,1552,34,59
690,279,4969,5,9,39,2,186,796,3,519,1739,55,62
691,98,5781,5,9,12,2,666,1108,1,288,2385,44,63
692,372,4392,5,6,12,3,3787,4763,459,147,700,54,61
693,412,289,5,9,13,4,4729,5637,1131,657,2043,54,45
694,217,2926,0,6,1,3,254,490,0,633,2834,61,38
695,245,5271,5,4,72,3,644,2638,23,142,2265,55,63
696,244,3372,5,9,21,3,67,277,0,639,281,54,23
697,339,2874,5,6,12,3,340,825,0,519,1552,36,57
698,431,4152,5,9,24,3,4999,5833,1190,659,442,55,60
699,98,5111,5,9,26,0,23,141,0,136,1544,33,62
700,317,1051,3,9,15,3,1556,2647,59,556,1061,65,41
701,390,6633,4,6,3,3,932,2849,17,111,2993,36,65
702,408,607,0,6,1,3,3589,4060,45,597,1496,125,44
703,235,2766,3,6,1,5,4053,4684,192,230,2254,52,56
704,376,151,5,6,26,3,4456,5359,876,87,155,56,52
705,216,5040,3,13,2,6,811,1336,11,501,2439,55,62
706,476,6341,5,9,13,3,4096,5100,911,306,2990,54,65
707,286,4540,4,8,2,0,95,341,0,353,1377,76,48
708,98,4332,3,6,1,3,194,434,0,43,2133,70,38
709,195,4684,0,11,1,0,12,122,0,654,2522,44,63
710,212,235,5,9,9,5,2484,3143,15,238,2221,46,51
711,456,2099,0,9,1,3,4787,5566,885,274,1056,143,56
712,419,2057,3,8,28,4,1770,2606,15,242,2622,57,46
713,247,1546,3,13,2,4,608,1097,2,544,565,59,51
714,301,3976,5,9,49,0,1642,2565,82,639,612,55,60
715,356,5928,5,13,11,3,3623,4531,320,2,459,55,64
716,318,1483,5,6,91,0,373,1192,14,639,1797,55,54
717,349,2135,3,13,3,6,2277,2883,207,525,2439,61,54
718,224,2260,3,6,2,3,185,467,1,353,1102,81,38
719,254,1464,3,9,4,6,899,1593,15,34,755,60,51
720,238,1413,3,6,6,5,265,567,1,417,1908,55,37
721,313,240,5,6,51,0,325,937,6,534,1278,54,52
722,392,1209,5,1,24,3,4196,5123,706,202,2077,55,54
723,376,5444,4,9,1,3,3617,4199,94,556,444,41,63
724,276,3478,2,10,10,3,1943,2635,5,607,951,36,58
725,436,3946,5,9,26,3,4764,5666,1088,389,2088,54,60
726,326,596,0,6,1,4,2557,3197,20,306,1380,123,52
727,314,4858,0,8,1,4,3202,4301,161,679,2924,151,62
728,400,268,0,4,1,3,4703,5364,699,496,1161,132,52
729,160,5428,5,13,11,4,3203,4813,141,11,867,54,64
730,148,6525,2,8,10,0,14,136,1,226,417,33,64
731,371,3079,3,4,3,3,2338,3180,58,709,201,67,58
732,348,5594,5,5,12,4,4759,5575,801,290,737,55,64
733,118,5758,0,10,1,0,20,39,0,195,682,42,10
734,323,4176,5,2,63,2,980,1791,24,687,2340,55,61
735,15,5609,5,0,12,0,45,253,0,581,2993,32,63
736,313,260,5,0,48,0,2460,3207,32,358,1846,38,45
737,280,586,5,12,20,0,852,1441,18,13,1937,56,46
738,340,740,5,9,25,3,1984,2800,59,461,216,55,49
739,374,2450,4,6,1,3,1749,2236,3,474,2762,62,56
740,204,4495,5,6,13,3,1153,1804,3,136,1806,34,61
741,283,5910,5,4,13,3,3759,4759,195,202,454,54,64
742,446,6041,0,8,1,5,2458,3666,311,469,1912,124,64
743,340,3060,4,6,1,0,1733,2176,17,556,2542,38,57
744,271,3012,3,6,2,3,2946,3583,106,242,2804,51,57
745,234,2185,3,10,3,4,107,562,2,215,2047,51,47
746,286,3940,3,9,5,3,23,98,2,556,133,61,38
747,357,5000,3,5,1,5,4009,4673,167,606,1562,55,62
748,399,4117,5,5,12,3,4942,5786,1099,283,3140,55,60
749,154,3993,3,6,1,5,1791,2256,26,81,576,37,59
750,344,5885,3,13,2,6,836,1456,8,595,2439,58,63
751,323,1496,5,9,23,3,508,1063,10,583,770,55,24
752,269,959,3,4,7,3,1163,1853,13,648,1348,57,36
753,372,6068,5,0,12,3,4593,5429,726,3,2993,54,64
754,231,2305,3,13,4,6,292,640,1,57,2439,61,48
755,392,1216,4,6,2,3,3776,4332,231,357,301,55,53
756,378,1513,5,6,21,0,1001,1469,28,639,2105,54,34
757,301,1065,4,6,1,3,698,1133,1,556,955,75,29
758,381,4551,0,6,1,4,3328,4310,93,679,503,149,61
759,413,4058,5,6,12,3,4561,5468,968,491,1960,55,60
760,342,1839,5,10,52,3,1706,2078,43,74,1459,55,43
761,283,3025,3,13,1,3,1038,1624,3,147,2246,53,57
762,275,5622,5,9,12,3,818,1992,3,618,1102,53,64
763,154,3069,4,6,1,3,26,242,0,503,47,33,57
764,343,2266,5,6,13,3,3219,4012,107,353,1972,55,55
765,328,2931,5,4,51,2,1283,2150,56,597,2574,55,57
766,215,5599,5,9,13,3,1948,3438,24,37,1056,55,63
767,297,2974,5,6,51,2,2374,2783,42,624,1338,56,57
768,378,6169,5,6,12,3,3905,4985,383,679,2810,53,65
769,177,5899,5,4,12,3,692,1389,0,166,2342,35,63
770,335,4006,5,14,12,3,4882,5711,990,491,3042,55,60
771,286,5059,4,6,12,3,211,678,0,519,1962,32,53
772,271,3620,3,6,1,3,1855,2356,15,709,1990,59,59
773,324,4225,4,6,2,3,2478,3276,34,242,1552,39,60
774,342,1396,5,6,43,0,638,1086,30,353,2837,55,48
775,165,2056,3,6,1,4,280,510,1,573,1080,67,39
776,165,2517,5,6,12,0,19,175,0,519,1552,41,56
777,244,2446,3,4,1,3,1632,1960,7,503,250,96,56
778,282,2188,5,9,51,0,68,402,3,515,1728,54,53
779,358,81,5,6,71,0,1620,2461,73,534,1265,55,41
780,274,6272,0,6,1,3,431,1003,1,672,3017,38,64
781,325,4586,5,0,13,3,3844,4524,232,70,1752,35,61
782,344,72,5,9,50,4,4169,4770,704,583,1136,55,51
783,201,5159,5,14,13,3,2812,3471,12,436,1987,34,62
784,287,327,5,6,26,4,2518,3784,157,218,2090,54,50
785,242,1244,0,5,1,3,989,1372,6,417,172,86,39
786,243,5515,5,2,51,2,74,513,3,80,648,55,63
787,386,4642,4,6,1,3,3174,3750,28,103,3029,55,62
788,166,5205,2,9,1,0,96,266,0,240,3136,41,62
789,347,5168,5,13,13,3,2267,3435,170,3,2422,55,63
790,357,2712,4,13,1,3,1618,2614,10,474,2706,89,55
791,290,209,5,6,12,3,4075,4802,227,306,1676,54,52
792,410,6346,5,6,24,3,976,2591,22,628,226,53,65
793,306,2508,3,9,3,6,2286,3036,188,595,1761,57,56
794,396,1353,0,1,1,0,2337,2931,155,215,1221,138,52
795,364,2150,5,6,13,3,3665,4563,307,3,996,55,55
796,291,3168,5,1,12,4,3311,4160,57,196,2247,41,58
797,328,3504,3,6,2,4,2495,3148,30,519,946,77,58
798,176,4946,5,9,32,0,14,219,0,359,1820,41,62
799,289,6216,0,9,1,0,212,685,2,639,2314,101,64
800,277,1538,5,9,26,3,1147,1751,22,435,1485,54,45
801,184,3534,3,9,1,0,559,802,1,273,2914,60,54
802,272,5415,5,6,12,3,2798,3914,75,543,327,55,63
803,227,2049,1,6,4,5,930,1650,7,474,2423,33,55
804,380,3100,4,6,6,3,4020,4761,391,3,2338,56,57
805,356,4027,5,9,13,3,1985,2999,59,681,521,55,62
806,400,2773,3,6,2,4,2862,3701,28,474,1887,57,56
807,241,4622,2,9,1,0,1723,2037,1,456,3048,35,61
808,206,5932,3,6,0,3,18,680,0,678,237,0,64
809,354,1633,5,6,12,3,694,1092,2,60,1552,36,53
810,256,1840,3,13,2,3,1986,2477,11,221,2802,68,55
811,392,5260,5,4,47,2,3223,3884,339,358,60,54,62
812,123,5778,2,11,1,0,20,25,0,157,2265,34,59
813,350,4787,5,5,24,3,3954,4951,310,252,777,54,62
814,334,5206,3,6,1,4,3020,3929,63,679,869,54,63
815,298,3215,5,6,56,2,223,1035,19,580,1552,56,13
816,143,5656,5,13,12,3,1483,3067,19,461,2855,55,63
817,297,939,5,6,24,4,2456,3525,56,84,2950,55,53
818,177,6094,5,10,37,2,37,346,0,358,1482,55,64
819,358,1801,5,6,14,5,865,1444,8,544,1394,56,54
820,444,3995,0,10,1,0,3934,4762,587,538,2286,166,60
821,231,1772,0,6,1,0,402,644,1,556,54,57,42
822,341,4870,3,6,2,6,1844,2317,74,505,2457,51,62
823,212,5211,2,4,5,3,514,994,4,293,626,34,63
824,243,5856,5,4,20,0,13,120,0,147,1552,32,63
825,305,2701,4,6,3,3,761,1373,6,556,2184,55,56
826,276,2598,5,5,12,5,4646,5431,541,357,323,55,56
827,349,726,5,10,24,4,3888,4795,433,202,1102,55,53
828,223,2091,3,10,1,3,167,368,1,435,1024,90,36
829,390,447,0,6,1,3,3566,4122,191,639,2129,92,40
830,230,1328,1,6,1,0,760,998,0,240,3103,35,52
831,290,4695,3,5,2,5,1951,2814,10,57,2243,55,62
832,294,4715,5,6,12,3,2191,3111,41,3,198,56,62
833,250,4068,5,4,13,3,2509,3417,32,202,2302,51,60
834,242,6528,5,9,12,0,893,1548,4,652,2993,35,65
835,204,1240,3,13,3,6,470,905,1,35,2439,61,49
836,349,733,5,5,24,4,2246,3104,91,680,243,54,53
837,423,3827,5,5,13,3,4964,5787,1159,103,2999,55,60
838,372,374,0,9,1,5,3135,3733,294,242,2045,121,46
839,80,4169,2,9,12,3,10,190,0,202,1197,46,60
840,244,1842,0,8,1,3,1786,2375,8,325,535,90,39
841,389,6131,4,6,2,3,3030,3656,40,147,1574,46,64
842,193,4355,5,10,26,3,1923,2934,5,182,2548,35,61
843,365,1009,3,6,1,3,2082,2586,4,597,2771,54,53
844,300,523,5,6,25,3,644,1523,15,11,1308,55,49
845,354,2537,3,9,1,3,2776,3462,20,182,1552,36,56
846,432,3584,4,6,1,3,3210,3702,55,306,1647,54,50
847,320,5213,5,5,12,3,4725,5555,556,437,2352,55,63
848,306,454,5,9,26,3,3033,3648,94,13,1771,54,44
849,476,2881,5,8,11,4,4347,5441,1123,306,2693,54,57
850,383,3419,5,5,10,4,4786,5568,535,519,663,55,59
851,198,2258,3,6,1,5,232,420,1,242,919,79,43
852,325,275,5,6,25,3,3857,4518,531,515,3073,55,52
853,220,3004,0,10,1,3,54,235,0,556,2497,62,43
854,403,6253,4,6,1,3,3806,4387,64,283,3009,54,64
855,267,1257,5,13,12,5,2376,3275,32,171,608,55,54
856,211,6425,5,14,12,4,2933,4038,53,223,2784,54,64
857,12,5869,2,9,0,0,15,73,0,136,1552,35,63
858,270,3107,4,9,9,0,2956,3722,52,283,1552,34,57
859,415,2801,0,9,1,3,2750,3357,92,462,774,145,58
860,328,862,3,9,1,3,1842,2432,8,283,614,91,52
861,154,5843,4,14,3,3,43,189,0,196,1876,32,63
862,373,4512,4,4,4,2,2517,2981,20,358,60,55,61
863,344,2651,5,6,12,3,4631,5401,469,13,2394,55,56
864,194,2472,3,6,1,1,61,326,1,306,2768,77,37
865,290,5308,0,5,1,3,2975,4092,74,583,653,113,63
866,278,3914,3,0,1,3,1022,1481,2,196,1865,38,59
867,240,4210,0,9,1,0,86,606,0,538,2465,37,49
868,280,890,3,6,4,4,2597,3322,163,242,2927,59,48
869,292,1031,3,13,5,6,1748,2316,59,237,2439,61,48
870,279,771,5,4,26,3,1983,2551,29,519,1436,53,48
871,286,1696,5,4,31,3,506,1181,13,417,826,55,34
872,293,1539,0,9,1,3,526,894,5,417,1315,91,46
873,315,1975,5,9,24,4,3499,4600,218,202,951,54,55
874,332,3548,5,5,12,3,4612,5499,659,680,2886,55,59
875,214,836,5,5,13,3,1595,2227,9,202,1279,54,48
876,246,5390,4,6,1,0,41,253,1,556,1552,81,35
877,332,3220,1,7,1,3,2341,2916,86,583,2627,36,57
878,158,3359,5,9,0,1,13,208,0,264,1552,0,58
879,340,2462,5,5,12,3,2377,3323,43,145,2082,56,56
880,307,1831,3,6,1,3,451,775,2,306,2105,79,34
881,310,6384,5,6,12,3,3353,4532,90,633,3047,43,65
882,212,2224,5,10,12,4,603,1724,2,306,951,55,55
883,324,2084,0,6,1,0,1067,1307,4,479,80,118,41
884,242,3347,5,6,12,5,3050,4189,140,230,324,55,58
885,153,3164,3,6,1,5,598,1005,3,18,2264,57,57
886,289,5896,3,6,2,3,303,1914,9,303,3175,56,64
887,350,282,5,6,38,0,668,1186,11,353,1307,54,47
888,189,3020,1,7,1,0,889,1028,15,358,3103,34,55
889,204,1782,5,9,26,0,457,758,3,618,2525,55,28
890,352,2663,5,6,12,3,3516,4340,150,182,3044,55,57
891,212,3961,5,6,23,2,13,129,0,566,1976,55,31
892,147,4245,4,6,5,0,1004,1796,5,103,1552,11,56
893,302,2534,5,5,12,5,4256,5054,190,327,133,55,56
894,167,4430,4,9,1,2,57,168,0,556,2548,34,50
